Differential_pressure,Flow_rate,Time,Dust_feed,RUL,"Dust_ISO 12103-1, A3 Medium Test Dust","Dust_ISO 12103-1, A2 Fine Test Dust","Dust_ISO 12103-1, A4 Coarse Test Dust"
34.90307,56.4381954122844,21.5,236.428943198285,37.5,1,0,0
36.16898,56.3984488720947,21.6,236.428943198285,37.4,1,0,0
36.16898,55.9314975450875,21.7,236.428943198285,37.3,1,0,0
31.10532,56.0308437469269,21.8,236.428943198285,37.2,1,0,0
31.19575,56.1401433743428,21.9,236.428943198285,37.1,1,0,0
29.92983,56.2394895761823,22.0,236.428943198285,37.0,1,0,0
35.17434,56.219623022299,22.1,236.428943198285,36.9,1,0,0
38.15828,55.7526582628686,22.2,236.428943198285,36.8,1,0,0
33.63715,56.1798764821093,22.3,236.428943198285,36.7,1,0,0
31.8287,56.0904568409999,22.4,236.428943198285,36.6,1,0,0
34.81264,55.8917510048978,22.5,236.428943198285,36.5,1,0,0
36.44025,56.1898164752626,22.6,236.428943198285,36.4,1,0,0
34.90307,56.1699364889561,22.7,236.428943198285,36.3,1,0,0
34.90307,56.0010371998905,22.8,236.428943198285,36.2,1,0,0
36.16898,56.1202633880364,22.9,236.428943198285,36.1,1,0,0
41.77517,56.4083888652479,23.0,236.428943198285,36.0,1,0,0
46.83883,55.5042793258468,23.1,236.428943198285,35.9,1,0,0
43.67405,56.1202633880364,23.2,236.428943198285,35.8,1,0,0
43.04109,55.8321379108248,23.3,236.428943198285,35.7,1,0,0
43.04109,56.279236116372,23.4,236.428943198285,35.6,1,0,0
43.04109,56.2692961232188,23.5,236.428943198285,35.5,1,0,0
43.04109,55.9513640989707,23.6,236.428943198285,35.4,1,0,0
46.83883,55.9613040921239,23.7,236.428943198285,35.3,1,0,0
46.83883,55.8321379108248,23.8,236.428943198285,35.2,1,0,0
51.81207,55.901690998051,23.9,236.428943198285,35.1,1,0,0
46.83883,56.0507237332334,24.0,236.428943198285,35.0,1,0,0
41.77517,55.9414241058175,24.1,236.428943198285,34.9,1,0,0
43.67405,55.8222113500948,24.2,236.428943198285,34.8,1,0,0
43.67405,55.9314975450875,24.3,236.428943198285,34.7,1,0,0
46.83883,56.0606502939634,24.4,236.428943198285,34.6,1,0,0
41.86559,55.9811706460072,24.5,236.428943198285,34.5,1,0,0
38.70081,56.1401433743428,24.6,236.428943198285,34.4,1,0,0
41.23264,56.0606502939634,24.7,236.428943198285,34.3,1,0,0
39.96672,56.1898164752626,24.8,236.428943198285,34.2,1,0,0
41.23264,56.348775771175,24.9,236.428943198285,34.1,1,0,0
42.31771,56.3090426634085,25.0,236.428943198285,34.0,1,0,0
43.13151,56.2394895761823,25.1,236.428943198285,33.9,1,0,0
43.04109,56.3388492104449,25.2,236.428943198285,33.8,1,0,0
46.20588,56.1103368273063,25.3,236.428943198285,33.7,1,0,0
46.20588,56.1997430359926,25.4,236.428943198285,33.6,1,0,0
46.83883,56.0109771930437,25.5,236.428943198285,33.5,1,0,0
50.00362,56.0109771930437,25.6,236.428943198285,33.4,1,0,0
53.07798,55.971230652854,25.7,236.428943198285,33.3,1,0,0
50.00362,55.9116309912042,25.8,236.428943198285,33.2,1,0,0
51.26953,56.3785823182115,25.9,236.428943198285,33.1,1,0,0
51.90249,56.279236116372,26.0,236.428943198285,33.0,1,0,0
51.90249,55.5440124336133,26.1,236.428943198285,32.9,1,0,0
55.06727,55.9911106391604,26.2,236.428943198285,32.8,1,0,0
56.87572,55.7924048030583,26.3,236.428943198285,32.7,1,0,0
53.71094,55.6234920815695,26.4,236.428943198285,32.6,1,0,0
58.77459,56.0407837400802,26.5,236.428943198285,32.5,1,0,0
60.67347,56.0209171861969,26.6,236.428943198285,32.4,1,0,0
60.67347,55.8023313637883,26.7,236.428943198285,32.3,1,0,0
61.48727,56.1500699350728,26.8,236.428943198285,32.2,1,0,0
61.84896,55.9513640989707,26.9,236.428943198285,32.1,1,0,0
61.84896,55.9414241058175,27.0,236.428943198285,32.0,1,0,0
63.74783,55.5738189806497,27.1,236.428943198285,31.9,1,0,0
64.65205,55.464532785657,27.2,236.428943198285,31.8,1,0,0
65.55628,56.1600099282261,27.3,236.428943198285,31.7,1,0,0
66.91261,55.6533120610291,27.4,236.428943198285,31.6,1,0,0
65.64671,55.6234920815695,27.5,236.428943198285,31.5,1,0,0
65.64671,55.842077903978,27.6,236.428943198285,31.4,1,0,0
63.11488,56.1798764821093,27.7,236.428943198285,31.3,1,0,0
60.04051,56.1003968341531,27.8,236.428943198285,31.2,1,0,0
65.01374,55.842077903978,27.9,236.428943198285,31.1,1,0,0
65.64671,55.9911106391604,28.0,236.428943198285,31.0,1,0,0
65.64671,56.1003968341531,28.1,236.428943198285,30.9,1,0,0
68.72106,55.7725248167519,28.2,236.428943198285,30.8,1,0,0
68.17853,55.8023313637883,28.3,236.428943198285,30.7,1,0,0
70.71036,55.9215575519342,28.4,236.428943198285,30.6,1,0,0
70.71036,56.1103368273063,28.5,236.428943198285,30.5,1,0,0
70.61993,55.9414241058175,28.6,236.428943198285,30.4,1,0,0
70.71036,55.4049196915841,28.7,236.428943198285,30.3,1,0,0
68.81149,55.7427182697154,28.8,236.428943198285,30.2,1,0,0
76.85909,56.2096830291458,28.9,236.428943198285,30.1,1,0,0
81.92274,55.593685534533,29.0,236.428943198285,30.0,1,0,0
78.21542,56.0308437469269,29.1,236.428943198285,29.9,1,0,0
76.94951,56.1103368273063,29.2,236.428943198285,29.8,1,0,0
77.85374,56.3885223113647,29.3,236.428943198285,29.7,1,0,0
75.68359,55.8023313637883,29.4,236.428943198285,29.6,1,0,0
78.21542,56.0904568409999,29.5,236.428943198285,29.5,1,0,0
78.84837,55.7526582628686,29.6,236.428943198285,29.4,1,0,0
80.20472,55.7327917089853,29.7,236.428943198285,29.3,1,0,0
81.10894,56.0805302802699,29.8,236.428943198285,29.2,1,0,0
81.92274,55.7725248167519,29.9,236.428943198285,29.1,1,0,0
83.82161,55.6135655208394,30.0,236.428943198285,29.0,1,0,0
83.82161,55.4247862454673,30.1,236.428943198285,28.9,1,0,0
84.72585,55.9116309912042,30.2,236.428943198285,28.8,1,0,0
83.82161,56.1798764821093,30.3,236.428943198285,28.7,1,0,0
88.25231,56.1202633880364,30.4,236.428943198285,28.6,1,0,0
86.9864,56.2295495830291,30.5,236.428943198285,28.5,1,0,0
88.25231,55.6334320747227,30.6,236.428943198285,28.4,1,0,0
88.25231,55.8619444578613,30.7,236.428943198285,28.3,1,0,0
92.05006,55.6533120610291,30.8,236.428943198285,28.2,1,0,0
90.15118,55.8917510048978,30.9,236.428943198285,28.1,1,0,0
90.78414,55.842077903978,31.0,236.428943198285,28.0,1,0,0
90.78414,55.9314975450875,31.1,236.428943198285,27.9,1,0,0
93.31597,55.9513640989707,31.2,236.428943198285,27.8,1,0,0
90.78414,55.9414241058175,31.3,236.428943198285,27.7,1,0,0
90.15118,56.0109771930437,31.4,236.428943198285,27.6,1,0,0
93.94892,56.2295495830291,31.5,236.428943198285,27.5,1,0,0
102.8103,55.9215575519342,31.6,236.428943198285,27.4,1,0,0
102.087,56.0209171861969,31.7,236.428943198285,27.3,1,0,0
102.7199,55.7427182697154,31.8,236.428943198285,27.2,1,0,0
102.087,55.901690998051,31.9,236.428943198285,27.1,1,0,0
100.1881,56.3388492104449,32.0,236.428943198285,27.0,1,0,0
102.087,56.3189692241385,32.1,236.428943198285,26.9,1,0,0
103.4433,56.3289092172917,32.2,236.428943198285,26.8,1,0,0
104.9805,56.3090426634085,32.3,236.428943198285,26.7,1,0,0
107.1506,56.2295495830291,32.4,236.428943198285,26.6,1,0,0
105.2517,55.9811706460072,32.5,236.428943198285,26.5,1,0,0
108.1452,56.1003968341531,32.6,236.428943198285,26.4,1,0,0
109.6824,56.0507237332334,32.7,236.428943198285,26.3,1,0,0
110.9483,56.3189692241385,32.8,236.428943198285,26.2,1,0,0
114.1131,56.279236116372,32.9,236.428943198285,26.1,1,0,0
117.8205,56.2394895761823,33.0,236.428943198285,26.0,1,0,0
114.0227,56.279236116372,33.1,236.428943198285,25.9,1,0,0
112.2143,56.1798764821093,33.2,236.428943198285,25.8,1,0,0
114.1131,56.1500699350728,33.3,236.428943198285,25.7,1,0,0
117.8205,55.7228517158321,33.4,236.428943198285,25.6,1,0,0
122.1607,55.8917510048978,33.5,236.428943198285,25.5,1,0,0
119.0864,56.0705902871166,33.6,236.428943198285,25.4,1,0,0
122.8841,56.0805302802699,33.7,236.428943198285,25.3,1,0,0
126.0489,56.1103368273063,33.8,236.428943198285,25.2,1,0,0
127.9478,55.842077903978,33.9,236.428943198285,25.1,1,0,0
130.3892,56.0209171861969,34.0,236.428943198285,25.0,1,0,0
134.1869,56.0904568409999,34.1,236.428943198285,24.9,1,0,0
136.0858,56.3686557574814,34.2,236.428943198285,24.8,1,0,0
140.4261,55.8520178971313,34.3,236.428943198285,24.7,1,0,0
137.9847,56.0109771930437,34.4,236.428943198285,24.6,1,0,0
140.5165,55.5042793258468,34.5,236.428943198285,24.5,1,0,0
141.059,56.0308437469269,34.6,236.428943198285,24.4,1,0,0
143.9525,56.0308437469269,34.7,236.428943198285,24.3,1,0,0
145.3993,56.2593561300655,34.8,236.428943198285,24.2,1,0,0
146.2131,56.0705902871166,34.9,236.428943198285,24.1,1,0,0
147.479,55.593685534533,35.0,236.428943198285,24.0,1,0,0
147.479,55.7824648099051,35.1,236.428943198285,23.9,1,0,0
147.479,56.3090426634085,35.2,236.428943198285,23.8,1,0,0
149.3779,56.0010371998905,35.3,236.428943198285,23.7,1,0,0
147.479,55.901690998051,35.4,236.428943198285,23.6,1,0,0
151.2768,55.9215575519342,35.5,236.428943198285,23.5,1,0,0
156.3404,55.9911106391604,35.6,236.428943198285,23.4,1,0,0
156.3404,56.1699364889561,35.7,236.428943198285,23.3,1,0,0
159.4148,56.3686557574814,35.8,236.428943198285,23.2,1,0,0
159.9573,56.4978085063574,35.9,236.428943198285,23.1,1,0,0
162.5796,56.2991026702552,36.0,236.428943198285,23.0,1,0,0
162.5796,56.2593561300655,36.1,236.428943198285,22.9,1,0,0
160.1382,56.0705902871166,36.2,236.428943198285,22.8,1,0,0
161.4041,56.1302033811896,36.3,236.428943198285,22.7,1,0,0
162.5796,55.8520178971313,36.4,236.428943198285,22.6,1,0,0
162.5796,55.901690998051,36.5,236.428943198285,22.5,1,0,0
164.4784,55.9314975450875,36.6,236.428943198285,22.4,1,0,0
1.356337,55.52414587973,1.3,236.428943198285,73.0,1,0,0
2.622251,55.7625982560218,1.4,236.428943198285,72.9,1,0,0
3.888165,55.6831186080656,1.5,236.428943198285,72.8,1,0,0
4.521122,55.6135655208394,1.6,236.428943198285,72.7,1,0,0
4.521122,55.6135655208394,1.7,236.428943198285,72.6,1,0,0
4.4307,55.8222113500948,1.8,236.428943198285,72.5,1,0,0
4.4307,55.7526582628686,1.9,236.428943198285,72.4,1,0,0
4.4307,55.5539524267665,2.0,236.428943198285,72.3,1,0,0
7.414641,55.9116309912042,2.1,236.428943198285,72.2,1,0,0
6.962529,55.7924048030583,2.2,236.428943198285,72.1,1,0,0
6.329571,55.8023313637883,2.3,236.428943198285,72.0,1,0,0
6.329571,55.6433720678759,2.4,236.428943198285,71.9,1,0,0
5.696614,55.6036255276862,2.5,236.428943198285,71.8,1,0,0
4.4307,55.8222113500948,2.6,236.428943198285,71.7,1,0,0
3.797743,55.9911106391604,2.7,236.428943198285,71.6,1,0,0
5.696614,55.5340858728832,2.8,236.428943198285,71.5,1,0,0
4.4307,55.464532785657,2.9,236.428943198285,71.4,1,0,0
1.265914,55.2360204025184,3.0,236.428943198285,71.3,1,0,0
1.356337,55.1764073084455,3.1,236.428943198285,71.2,1,0,0
2.712674,55.146600761409,3.2,236.428943198285,71.1,1,0,0
3.978588,55.6433720678759,3.3,236.428943198285,71.0,1,0,0
4.611545,55.7924048030583,3.4,236.428943198285,70.9,1,0,0
4.611545,55.4446662317738,3.5,236.428943198285,70.8,1,0,0
4.701968,55.5042793258468,3.6,236.428943198285,70.7,1,0,0
5.87746,55.842077903978,3.7,236.428943198285,70.6,1,0,0
5.87746,55.3353800367811,3.8,236.428943198285,70.5,1,0,0
4.521122,55.6930451687957,3.9,236.428943198285,70.4,1,0,0
4.611545,55.6533120610291,4.0,236.428943198285,70.3,1,0,0
4.611545,55.464532785657,4.1,236.428943198285,70.2,1,0,0
2.893518,55.5738189806497,4.2,236.428943198285,70.1,1,0,0
2.079716,55.3353800367811,4.3,236.428943198285,70.0,1,0,0
0.904225,55.6533120610291,4.4,236.428943198285,69.9,1,0,0
2.803096,55.6135655208394,4.5,236.428943198285,69.8,1,0,0
3.888165,55.6831186080656,4.6,236.428943198285,69.7,1,0,0
3.978588,55.3949796984309,4.7,236.428943198285,69.6,1,0,0
3.978588,55.6731786149124,4.8,236.428943198285,69.5,1,0,0
3.978588,55.9215575519342,4.9,236.428943198285,69.4,1,0,0
3.978588,55.4843993395403,5.0,236.428943198285,69.3,1,0,0
3.978588,55.9215575519342,5.1,236.428943198285,69.2,1,0,0
4.611545,55.7228517158321,5.2,236.428943198285,69.1,1,0,0
4.611545,55.3353800367811,5.3,236.428943198285,69.0,1,0,0
3.978588,55.8718844510145,5.4,236.428943198285,68.9,1,0,0
4.611545,55.4744727788103,5.5,236.428943198285,68.8,1,0,0
1.446759,55.8520178971313,5.6,236.428943198285,68.7,1,0,0
